CUSIP,Announce Date,High Discount Rate,Auction Date,High Equiv Yield,Issue Date,Price at High Rate,Dated Date,Med/Avg Discount Rate,Maturity Date,Med/Avg Equiv Yield,Low Discount Rate,Price at Med/Avg Rate,Low Equiv Yield,Allocation % at High Rate,Price at Low Rate
912795UP4,2010-03-29,0.15,2010-03-30,0.152,2010-04-01,99.988333,N/A,0.13,2010-04-29,0.0,0.1,0.000000,0.0,5.63,0.000000
912795US8,2010-03-29,0.16,2010-03-31,0.162,2010-04-01,99.975111,N/A,0.15,2010-05-27,0.0,0.08,0.000000,0.0,13.02,0.000000
912795Y54,2010-03-29,0.15,2010-03-30,0.152,2010-04-01,99.992500,N/A,0.14,2010-04-19,0.0,0.1,0.000000,0.0,53.77,0.000000
912795U90,2010-03-18,0.24,2010-03-22,0.244,2010-03-25,99.878667,N/A,0.22,2010-09-23,0.0,0.18,0.000000,0.0,19.98,0.000000
912795UV1,2010-03-18,0.155,2010-03-22,0.157,2010-03-25,99.960819,N/A,0.14,2010-06-24,0.0,0.1,0.000000,0.0,64.37,0.000000
912795UN9,2010-03-22,0.105,2010-03-23,0.106,2010-03-25,99.991833,N/A,0.09,2010-04-22,0.0,0.0,0.000000,0.0,88.57,0.000000
912795UR0,2010-03-22,0.13,2010-03-24,0.132,2010-03-25,99.979778,N/A,0.115,2010-05-20,0.0,0.0,0.000000,0.0,22.48,0.000000
912795VB4,2010-03-11,0.24,2010-03-15,0.244,2010-03-18,99.878667,N/A,0.22,2010-09-16,0.0,0.18,0.000000,0.0,75.52,0.000000
912795UU3,2010-03-11,0.165,2010-03-15,0.167,2010-03-18,99.958292,N/A,0.15,2010-06-17,0.0,0.12,0.000000,0.0,35.83,0.000000
912795UM1,2010-03-15,0.135,2010-03-16,0.137,2010-03-18,99.989500,N/A,0.125,2010-04-15,0.0,0.08,0.000000,0.0,31.73,0.000000
912795UQ2,2010-03-15,0.145,2010-03-17,0.147,2010-03-18,99.977444,N/A,0.135,2010-05-13,0.0,0.1,0.000000,0.0,14.55,0.000000
912795V99,2010-03-04,0.375,2010-03-09,0.381,2010-03-11,99.620833,N/A,0.35,2011-03-10,0.0,0.31,0.000000,0.0,65.65,0.000000
912795VA6,2010-03-04,0.205,2010-03-08,0.208,2010-03-11,99.896361,N/A,0.19,2010-09-09,0.0,0.15,0.000000,0.0,33.00,0.000000
912795UT6,2010-03-04,0.15,2010-03-08,0.152,2010-03-11,99.962083,N/A,0.14,2010-06-10,0.0,0.05,0.000000,0.0,66.02,0.000000
912795U33,2010-03-08,0.11,2010-03-09,0.112,2010-03-11,99.991444,N/A,0.1,2010-04-08,0.0,0.05,0.000000,0.0,75.56,0.000000
912795U41,2010-03-08,0.145,2010-03-10,0.147,2010-03-11,99.977444,N/A,0.135,2010-05-06,0.0,0.1,0.000000,0.0,26.09,0.000000
912795V73,2010-02-25,0.185,2010-03-01,0.188,2010-03-04,99.906472,N/A,0.17,2010-09-02,0.0,0.1,0.000000,0.0,12.03,0.000000
912795U58,2010-02-25,0.125,2010-03-01,0.127,2010-03-04,99.968403,N/A,0.1,2010-06-03,0.0,0.07,0.000000,0.0,92.53,0.000000
912795UL3,2010-03-01,0.08,2010-03-02,0.081,2010-03-04,99.993778,N/A,0.07,2010-04-01,0.0,0.04,0.000000,0.0,76.46,0.000000
912795UP4,2010-03-01,0.125,2010-03-03,0.127,2010-03-04,99.980556,N/A,0.115,2010-04-29,0.0,0.09,0.000000,0.0,54.22,0.000000
912795U82,2010-02-18,0.19,2010-02-22,0.193,2010-02-25,99.903944,N/A,0.18,2010-08-26,0.0,0.13,0.000000,0.0,42.84,0.000000
912795US8,2010-02-18,0.1,2010-02-22,0.101,2010-02-25,99.974722,N/A,0.085,2010-05-27,0.0,0.05,0.000000,0.0,75.72,0.000000
912795T84,2010-02-22,0.055,2010-02-23,0.056,2010-02-25,99.995722,N/A,0.04,2010-03-25,0.0,0.0,0.000000,0.0,27.75,0.000000
912795UN9,2010-02-23,0.1,2010-02-24,0.101,2010-02-25,99.984444,N/A,0.09,2010-04-22,0.0,0.07,0.000000,0.0,55.04,0.000000
912795V65,2010-02-11,0.185,2010-02-16,0.188,2010-02-18,99.906472,N/A,0.17,2010-08-19,0.0,0.1,0.000000,0.0,20.42,0.000000
912795UR0,2010-02-11,0.1,2010-02-16,0.101,2010-02-18,99.974722,N/A,0.09,2010-05-20,0.0,0.05,0.000000,0.0,48.39,0.000000
912795T76,2010-02-16,0.06,2010-02-17,0.061,2010-02-18,99.995333,N/A,0.04,2010-03-18,0.0,0.02,0.000000,0.0,89.14,0.000000
912795V40,2010-02-04,0.32,2010-02-09,0.325,2010-02-11,99.676444,N/A,0.3,2011-02-10,0.0,0.255,0.000000,0.0,89.79,0.000000
912795V57,2010-02-04,0.17,2010-02-08,0.173,2010-02-11,99.914056,N/A,0.15,2010-08-12,0.0,0.1,0.000000,0.0,43.40,0.000000
912795UQ2,2010-02-04,0.11,2010-02-08,0.112,2010-02-11,99.972194,N/A,0.095,2010-05-13,0.0,0.05,0.000000,0.0,7.85,0.000000
912795T68,2010-02-08,0.055,2010-02-09,0.056,2010-02-11,99.995722,N/A,0.035,2010-03-11,0.0,0.0,0.000000,0.0,9.29,0.000000
912795V24,2010-01-28,0.165,2010-02-01,0.167,2010-02-04,99.916583,N/A,0.14,2010-08-05,0.0,0.115,0.000000,0.0,9.31,0.000000
912795U41,2010-01-28,0.095,2010-02-01,0.096,2010-02-04,99.975986,N/A,0.08,2010-05-06,0.0,0.04,0.000000,0.0,90.06,0.000000
912795T50,2010-02-01,0.04,2010-02-02,0.041,2010-02-04,99.996889,N/A,0.01,2010-03-04,0.0,0.0,0.000000,0.0,80.07,0.000000
912795T43,2010-02-01,0.02,2010-02-03,0.02,2010-02-04,99.998833,N/A,0.01,2010-02-25,0.0,0.0,0.000000,0.0,65.21,0.000000
912795U74,2010-01-21,0.135,2010-01-25,0.137,2010-01-28,99.931750,N/A,0.125,2010-07-29,0.0,0.08,0.000000,0.0,65.15,0.000000
912795UP4,2010-01-21,0.055,2010-01-25,0.056,2010-01-28,99.986097,N/A,0.04,2010-04-29,0.0,0.02,0.000000,0.0,28.49,0.000000
912795T43,2010-01-25,0.0,2010-01-26,0.0,2010-01-28,100.000000,N/A,0.0,2010-02-25,0.0,0.0,0.000000,0.0,49.21,0.000000
912795UZ2,2010-01-14,0.145,2010-01-19,0.147,2010-01-21,99.926694,N/A,0.135,2010-07-22,0.0,0.1,0.000000,0.0,7.69,0.000000
912795UN9,2010-01-14,0.06,2010-01-19,0.061,2010-01-21,99.984833,N/A,0.04,2010-04-22,0.0,0.03,0.000000,0.0,39.42,0.000000
912795T35,2010-01-19,0.005,2010-01-20,0.005,2010-01-21,99.999611,N/A,0.0,2010-02-18,0.0,0.0,0.000000,0.0,2.86,0.000000
912795UX7,2010-01-07,0.335,2010-01-12,0.341,2010-01-14,99.661278,N/A,0.32,2011-01-13,0.0,0.27,0.000000,0.0,89.23,0.000000
912795UY5,2010-01-07,0.13,2010-01-11,0.132,2010-01-14,99.934278,N/A,0.11,2010-07-15,0.0,0.07,0.000000,0.0,55.07,0.000000
912795UM1,2010-01-07,0.04,2010-01-11,0.041,2010-01-14,99.989889,N/A,0.02,2010-04-15,0.0,0.01,0.000000,0.0,17.72,0.000000
912795T27,2010-01-11,0.0,2010-01-12,0.0,2010-01-14,100.000000,N/A,0.0,2010-02-11,0.0,0.0,0.000000,0.0,28.08,0.000000
912795UW9,2009-12-31,0.18,2010-01-04,0.183,2010-01-07,99.909000,N/A,0.165,2010-07-08,0.0,0.135,0.000000,0.0,53.87,0.000000
912795U33,2009-12-31,0.08,2010-01-04,0.081,2010-01-07,99.979778,N/A,0.065,2010-04-08,0.0,0.03,0.000000,0.0,32.27,0.000000
912795S85,2010-01-04,0.025,2010-01-05,0.025,2010-01-07,99.998056,N/A,0.02,2010-02-04,0.0,0.0,0.000000,0.0,85.42,0.000000
912795U66,2009-12-24,0.2,2009-12-28,0.203,2009-12-31,99.898889,N/A,0.18,2010-07-01,0.0,0.13,0.000000,0.0,40.81,0.000000
912795UL3,2009-12-24,0.11,2009-12-28,0.112,2009-12-31,99.972194,N/A,0.09,2010-04-01,0.0,0.05,0.000000,0.0,79.75,0.000000
912795S77,2009-12-28,0.01,2009-12-29,0.01,2009-12-31,99.999222,N/A,0.0,2010-01-28,0.0,0.0,0.000000,0.0,12.36,0.000000
912795S85,2009-12-29,0.0,2009-12-30,0.0,2009-12-30,100.000000,N/A,0.0,2010-02-04,0.0,0.0,0.000000,0.0,29.83,0.000000
912795UV1,2009-12-17,0.17,2009-12-21,0.173,2009-12-24,99.914056,N/A,0.15,2010-06-24,0.0,0.12,0.000000,0.0,52.13,0.000000
912795T84,2009-12-17,0.07,2009-12-21,0.071,2009-12-24,99.982306,N/A,0.05,2010-03-25,0.0,0.0,0.000000,0.0,63.01,0.000000
912795R94,2009-12-21,0.005,2009-12-22,0.005,2009-12-24,99.999611,N/A,0.0,2010-01-21,0.0,0.0,0.000000,0.0,65.60,0.000000
912795UK5,2009-12-10,0.41,2009-12-15,0.417,2009-12-17,99.585444,N/A,0.39,2010-12-16,0.0,0.325,0.000000,0.0,65.80,0.000000
912795UU3,2009-12-10,0.16,2009-12-14,0.162,2009-12-17,99.919111,N/A,0.14,2010-06-17,0.0,0.11,0.000000,0.0,40.77,0.000000
912795T76,2009-12-10,0.04,2009-12-14,0.041,2009-12-17,99.989889,N/A,0.03,2010-03-18,0.0,0.01,0.000000,0.0,66.83,0.000000
912795R86,2009-12-14,0.0,2009-12-15,0.0,2009-12-17,100.000000,N/A,0.0,2010-01-14,0.0,0.0,0.000000,0.0,56.12,0.000000
912795UT6,2009-12-03,0.165,2009-12-07,0.167,2009-12-10,99.916583,N/A,0.145,2010-06-10,0.0,0.11,0.000000,0.0,2.32,0.000000
912795T68,2009-12-03,0.05,2009-12-07,0.051,2009-12-10,99.987361,N/A,0.03,2010-03-11,0.0,0.0,0.000000,0.0,7.36,0.000000
912795R78,2009-12-07,0.0,2009-12-08,0.0,2009-12-10,100.000000,N/A,0.0,2010-01-07,0.0,0.0,0.000000,0.0,35.09,0.000000
912795Y47,2009-12-07,0.08,2009-12-09,0.081,2009-12-10,99.995778,N/A,0.06,2009-12-29,0.0,0.05,0.000000,0.0,4.71,0.000000
912795Y39,2009-12-07,0.07,2009-12-08,0.071,2009-12-10,99.999222,N/A,0.05,2009-12-14,0.0,0.0,0.000000,0.0,63.81,0.000000
912795U58,2009-11-25,0.15,2009-11-30,0.152,2009-12-03,99.924167,N/A,0.13,2010-06-03,0.0,0.09,0.000000,0.0,70.55,0.000000
912795T50,2009-11-25,0.06,2009-11-30,0.061,2009-12-03,99.984833,N/A,0.04,2010-03-04,0.0,0.01,0.000000,0.0,62.10,0.000000
912795R60,2009-11-30,0.085,2009-12-01,0.086,2009-12-03,99.993389,N/A,0.06,2009-12-31,0.0,0.0,0.000000,0.0,22.08,0.000000
912795US8,2009-11-19,0.14,2009-11-23,0.142,2009-11-27,99.929611,N/A,0.125,2010-05-27,0.0,0.08,0.000000,0.0,70.32,0.000000
912795T43,2009-11-19,0.04,2009-11-23,0.041,2009-11-27,99.990000,N/A,0.02,2010-02-25,0.0,0.0,0.000000,0.0,47.63,0.000000
912795R52,2009-11-23,0.06,2009-11-24,0.061,2009-11-27,99.995500,N/A,0.04,2009-12-24,0.0,0.0,0.000000,0.0,25.03,0.000000
912795UJ8,2009-11-12,0.315,2009-11-17,0.32,2009-11-19,99.681500,N/A,0.31,2010-11-18,0.0,0.28,0.000000,0.0,88.81,0.000000
912795UR0,2009-11-12,0.165,2009-11-16,0.167,2009-11-19,99.916583,N/A,0.155,2010-05-20,0.0,0.11,0.000000,0.0,62.34,0.000000
912795T35,2009-11-12,0.065,2009-11-16,0.066,2009-11-19,99.983569,N/A,0.05,2010-02-18,0.0,0.02,0.000000,0.0,41.81,0.000000
912795S69,2009-11-16,0.05,2009-11-17,0.051,2009-11-19,99.996111,N/A,0.04,2009-12-17,0.0,0.0,0.000000,0.0,47.62,0.000000
912795UQ2,2009-11-05,0.165,2009-11-09,0.167,2009-11-12,99.916583,N/A,0.15,2010-05-13,0.0,0.11,0.000000,0.0,70.43,0.000000
912795T27,2009-11-05,0.065,2009-11-09,0.066,2009-11-12,99.983569,N/A,0.05,2010-02-11,0.0,0.02,0.000000,0.0,94.45,0.000000
912795R37,2009-11-09,0.06,2009-11-10,0.061,2009-11-12,99.995333,N/A,0.05,2009-12-10,0.0,0.0,0.000000,0.0,43.45,0.000000
912795U41,2009-10-29,0.17,2009-11-02,0.173,2009-11-05,99.914056,N/A,0.15,2010-05-06,0.0,0.12,0.000000,0.0,15.49,0.000000
912795S85,2009-10-29,0.06,2009-11-02,0.061,2009-11-05,99.984833,N/A,0.05,2010-02-04,0.0,0.02,0.000000,0.0,45.60,0.000000
912795Q61,2009-11-02,0.035,2009-11-03,0.035,2009-11-05,99.997278,N/A,0.005,2009-12-03,0.0,0.0,0.000000,0.0,84.30,0.000000
912795U82,2009-10-26,0.315,2009-10-28,0.32,2009-10-30,99.737500,N/A,0.31,2010-08-26,0.0,0.27,0.000000,0.0,99.89,0.000000
912795UP4,2009-10-22,0.185,2009-10-26,0.188,2009-10-29,99.906472,N/A,0.165,2010-04-29,0.0,0.13,0.000000,0.0,6.24,0.000000
912795S77,2009-10-22,0.075,2009-10-26,0.076,2009-10-29,99.981042,N/A,0.06,2010-01-28,0.0,0.04,0.000000,0.0,26.19,0.000000
912795Q53,2009-10-26,0.045,2009-10-27,0.046,2009-10-29,99.996375,N/A,0.02,2009-11-27,0.0,0.0,0.000000,0.0,45.65,0.000000
912795R37,2009-10-19,0.06,2009-10-21,0.061,2009-10-29,99.993000,N/A,0.05,2009-12-10,0.0,0.02,0.000000,0.0,0.27,0.000000
912795UH2,2009-10-15,0.375,2009-10-20,0.381,2009-10-22,99.620833,N/A,0.35,2010-10-21,0.0,0.3,0.000000,0.0,99.35,0.000000
912795UN9,2009-10-15,0.17,2009-10-19,0.173,2009-10-22,99.914056,N/A,0.15,2010-04-22,0.0,0.115,0.000000,0.0,95.49,0.000000
912795R94,2009-10-15,0.08,2009-10-19,0.081,2009-10-22,99.979778,N/A,0.07,2010-01-21,0.0,0.03,0.000000,0.0,55.87,0.000000
912795S51,2009-10-19,0.045,2009-10-20,0.046,2009-10-22,99.996500,N/A,0.03,2009-11-19,0.0,0.0,0.000000,0.0,28.32,0.000000
912795UM1,2009-10-08,0.15,2009-10-13,0.152,2009-10-15,99.924167,N/A,0.14,2010-04-15,0.0,0.105,0.000000,0.0,73.32,0.000000
912795R86,2009-10-08,0.07,2009-10-13,0.071,2009-10-15,99.982306,N/A,0.05,2010-01-14,0.0,0.025,0.000000,0.0,47.63,0.000000
912795Q38,2009-10-13,0.05,2009-10-14,0.051,2009-10-15,99.996111,N/A,0.03,2009-11-12,0.0,0.0,0.000000,0.0,58.00,0.000000
912795P96,2009-10-06,0.04,2009-10-08,0.041,2009-10-13,99.998222,N/A,0.03,2009-10-29,0.0,0.0,0.000000,0.0,12.71,0.000000
912795U33,2009-10-01,0.15,2009-10-05,0.152,2009-10-08,99.924167,N/A,0.13,2010-04-08,0.0,0.1,0.000000,0.0,31.41,0.000000
912795R78,2009-10-01,0.075,2009-10-05,0.076,2009-10-08,99.981042,N/A,0.05,2010-01-07,0.0,0.01,0.000000,0.0,37.86,0.000000
912795Q20,2009-10-05,0.04,2009-10-06,0.041,2009-10-08,99.996889,N/A,0.035,2009-11-05,0.0,0.0,0.000000,0.0,83.65,0.000000
912795UL3,2009-09-24,0.19,2009-09-28,0.193,2009-10-01,99.903944,N/A,0.17,2010-04-01,0.0,0.14,0.000000,0.0,3.61,0.000000
912795R60,2009-09-24,0.115,2009-09-28,0.117,2009-10-01,99.970931,N/A,0.09,2009-12-31,0.0,0.07,0.000000,0.0,38.02,0.000000
912795P96,2009-09-28,0.04,2009-09-29,0.041,2009-10-01,99.996889,N/A,0.005,2009-10-29,0.0,0.0,0.000000,0.0,37.39,0.000000
912795U90,2009-09-17,0.405,2009-09-22,0.412,2009-09-24,99.590500,N/A,0.385,2010-09-23,0.0,0.35,0.000000,0.0,71.84,0.000000
912795T84,2009-09-17,0.19,2009-09-21,0.193,2009-09-24,99.903944,N/A,0.175,2010-03-25,0.0,0.14,0.000000,0.0,53.44,0.000000
912795R52,2009-09-17,0.1,2009-09-21,0.101,2009-09-24,99.974722,N/A,0.08,2009-12-24,0.0,0.04,0.000000,0.0,5.24,0.000000
912795S44,2009-09-21,0.04,2009-09-22,0.041,2009-09-24,99.996889,N/A,0.01,2009-10-22,0.0,0.0,0.000000,0.0,58.35,0.000000
912795T76,2009-09-10,0.21,2009-09-14,0.213,2009-09-17,99.893833,N/A,0.18,2010-03-18,0.0,0.16,0.000000,0.0,14.63,0.000000
912795S69,2009-09-10,0.135,2009-09-14,0.137,2009-09-17,99.965875,N/A,0.12,2009-12-17,0.0,0.09,0.000000,0.0,73.95,0.000000
912795P70,2009-09-14,0.03,2009-09-15,0.03,2009-09-17,99.997667,N/A,0.01,2009-10-15,0.0,0.0,0.000000,0.0,97.33,0.000000
912795T68,2009-09-03,0.225,2009-09-08,0.228,2009-09-10,99.886250,N/A,0.21,2010-03-11,0.0,0.18,0.000000,0.0,37.32,0.000000
912795R37,2009-09-03,0.14,2009-09-08,0.142,2009-09-10,99.964611,N/A,0.13,2009-12-10,0.0,0.1,0.000000,0.0,82.36,0.000000
912795P62,2009-09-08,0.09,2009-09-09,0.091,2009-09-10,99.993000,N/A,0.07,2009-10-08,0.0,0.0,0.000000,0.0,10.76,0.000000
912795UY5,2009-08-31,0.385,2009-09-03,0.391,2009-09-10,99.670611,N/A,0.38,2010-07-15,0.0,0.34,0.000000,0.0,75.37,0.000000
912795T50,2009-08-27,0.24,2009-08-31,0.244,2009-09-03,99.878667,N/A,0.23,2010-03-04,0.0,0.195,0.000000,0.0,93.98,0.000000
912795Q61,2009-08-27,0.15,2009-08-31,0.152,2009-09-03,99.962083,N/A,0.12,2009-12-03,0.0,0.105,0.000000,0.0,53.23,0.000000
912795P54,2009-08-31,0.085,2009-09-01,0.086,2009-09-03,99.993389,N/A,0.06,2009-10-01,0.0,0.0,0.000000,0.0,28.60,0.000000
912795U82,2009-08-20,0.46,2009-08-25,0.468,2009-08-27,99.534889,N/A,0.44,2010-08-26,0.0,0.39,0.000000,0.0,18.20,0.000000
912795T43,2009-08-20,0.255,2009-08-24,0.259,2009-08-27,99.871083,N/A,0.24,2010-02-25,0.0,0.2,0.000000,0.0,98.80,0.000000
912795Q53,2009-08-20,0.16,2009-08-24,0.162,2009-08-27,99.959111,N/A,0.15,2009-11-27,0.0,0.1,0.000000,0.0,82.60,0.000000
912795S36,2009-08-24,0.12,2009-08-25,0.122,2009-08-27,99.990667,N/A,0.11,2009-09-24,0.0,0.05,0.000000,0.0,41.48,0.000000
912795T35,2009-08-13,0.27,2009-08-17,0.274,2009-08-20,99.863500,N/A,0.25,2010-02-18,0.0,0.215,0.000000,0.0,41.36,0.000000
912795S51,2009-08-13,0.18,2009-08-17,0.183,2009-08-20,99.954500,N/A,0.165,2009-11-19,0.0,0.13,0.000000,0.0,69.87,0.000000
912795P39,2009-08-17,0.125,2009-08-18,0.127,2009-08-20,99.990278,N/A,0.1,2009-09-17,0.0,0.05,0.000000,0.0,15.33,0.000000
912795P96,2009-08-17,0.145,2009-08-19,0.147,2009-08-20,99.971806,N/A,0.14,2009-10-29,0.0,0.1,0.000000,0.0,99.57,0.000000
912795UU3,2009-08-10,0.445,2009-08-13,0.452,2009-08-18,99.625458,N/A,0.42,2010-06-17,0.0,0.39,0.000000,0.0,0.46,0.000000
912795T27,2009-08-06,0.285,2009-08-10,0.289,2009-08-13,99.855917,N/A,0.26,2010-02-11,0.0,0.225,0.000000,0.0,56.67,0.000000
912795Q38,2009-08-06,0.185,2009-08-10,0.188,2009-08-13,99.953236,N/A,0.18,2009-11-12,0.0,0.135,0.000000,0.0,53.04,0.000000
912795P21,2009-08-10,0.15,2009-08-11,0.152,2009-08-13,99.988333,N/A,0.135,2009-09-10,0.0,0.0,0.000000,0.0,8.57,0.000000
912795S44,2009-08-03,0.185,2009-08-07,0.188,2009-08-13,99.964028,N/A,0.17,2009-10-22,0.0,0.15,0.000000,0.0,10.19,0.000000
912795S85,2009-07-30,0.275,2009-08-03,0.279,2009-08-06,99.860972,N/A,0.24,2010-02-04,0.0,0.215,0.000000,0.0,22.40,0.000000
912795Q20,2009-07-30,0.18,2009-08-03,0.183,2009-08-06,99.954500,N/A,0.15,2009-11-05,0.0,0.1,0.000000,0.0,50.05,0.000000
912795N98,2009-08-03,0.145,2009-08-04,0.147,2009-08-06,99.988722,N/A,0.13,2009-09-03,0.0,0.01,0.000000,0.0,40.34,0.000000
912795P70,2009-08-03,0.185,2009-08-05,0.188,2009-08-06,99.964028,N/A,0.17,2009-10-15,0.0,0.14,0.000000,0.0,25.98,0.000000
912795U74,2009-07-23,0.47,2009-07-28,0.478,2009-07-30,99.524778,N/A,0.445,2010-07-29,0.0,0.4,0.000000,0.0,38.54,0.000000
912795S77,2009-07-23,0.275,2009-07-27,0.279,2009-07-30,99.860972,N/A,0.25,2010-01-28,0.0,0.15,0.000000,0.0,33.32,0.000000
912795P96,2009-07-23,0.19,2009-07-27,0.193,2009-07-30,99.951972,N/A,0.185,2009-10-29,0.0,0.13,0.000000,0.0,65.41,0.000000
912795S28,2009-07-27,0.13,2009-07-28,0.132,2009-07-30,99.989889,N/A,0.1,2009-08-27,0.0,0.02,0.000000,0.0,16.68,0.000000
912795P62,2009-07-20,0.185,2009-07-24,0.188,2009-07-30,99.964028,N/A,0.175,2009-10-08,0.0,0.15,0.000000,0.0,12.42,0.000000
912795R94,2009-07-16,0.285,2009-07-20,0.289,2009-07-23,99.855917,N/A,0.26,2010-01-21,0.0,0.23,0.000000,0.0,62.46,0.000000
912795S44,2009-07-16,0.19,2009-07-20,0.193,2009-07-23,99.951972,N/A,0.165,2009-10-22,0.0,0.12,0.000000,0.0,62.10,0.000000
912795N72,2009-07-20,0.15,2009-07-21,0.152,2009-07-23,99.988333,N/A,0.13,2009-08-20,0.0,0.06,0.000000,0.0,34.03,0.000000
912795P54,2009-07-20,0.18,2009-07-22,0.183,2009-07-23,99.965000,N/A,0.17,2009-10-01,0.0,0.14,0.000000,0.0,24.39,0.000000
912795R86,2009-07-09,0.27,2009-07-13,0.274,2009-07-16,99.863500,N/A,0.25,2010-01-14,0.0,0.205,0.000000,0.0,89.45,0.000000
912795P70,2009-07-09,0.18,2009-07-13,0.183,2009-07-16,99.954500,N/A,0.16,2009-10-15,0.0,0.1,0.000000,0.0,60.24,0.000000
912795N64,2009-07-13,0.155,2009-07-14,0.157,2009-07-16,99.987944,N/A,0.14,2009-08-13,0.0,0.0,0.000000,0.0,78.71,0.000000
912795S36,2009-07-13,0.185,2009-07-15,0.188,2009-07-16,99.964028,N/A,0.17,2009-09-24,0.0,0.14,0.000000,0.0,79.39,0.000000
912795R78,2009-07-02,0.285,2009-07-06,0.289,2009-07-09,99.855917,N/A,0.26,2010-01-07,0.0,0.23,0.000000,0.0,32.91,0.000000
912795P62,2009-07-02,0.19,2009-07-06,0.193,2009-07-09,99.951972,N/A,0.17,2009-10-08,0.0,0.13,0.000000,0.0,4.14,0.000000
912795N56,2009-07-06,0.16,2009-07-07,0.162,2009-07-09,99.987556,N/A,0.14,2009-08-06,0.0,0.1,0.000000,0.0,26.08,0.000000
912795UT6,2009-06-29,0.54,2009-07-01,0.55,2009-07-06,99.491500,N/A,0.515,2010-06-10,0.0,0.49,0.000000,0.0,94.55,0.000000
912795U66,2009-06-25,0.545,2009-06-30,0.555,2009-07-02,99.448944,N/A,0.5,2010-07-01,0.0,0.4,0.000000,0.0,60.39,0.000000
912795R60,2009-06-25,0.35,2009-06-29,0.355,2009-07-02,99.823056,N/A,0.33,2009-12-31,0.0,0.285,0.000000,0.0,94.42,0.000000
912795P54,2009-06-25,0.195,2009-06-29,0.198,2009-07-02,99.950708,N/A,0.17,2009-10-01,0.0,0.14,0.000000,0.0,19.02,0.000000
912795Q95,2009-06-29,0.16,2009-06-30,0.162,2009-07-02,99.987556,N/A,0.145,2009-07-30,0.0,0.06,0.000000,0.0,47.45,0.000000
912795R52,2009-06-18,0.335,2009-06-22,0.34,2009-06-25,99.830639,N/A,0.305,2009-12-24,0.0,0.27,0.000000,0.0,47.96,0.000000
912795S36,2009-06-18,0.195,2009-06-22,0.198,2009-06-25,99.950708,N/A,0.17,2009-09-24,0.0,0.125,0.000000,0.0,35.71,0.000000
912795N31,2009-06-22,0.15,2009-06-23,0.152,2009-06-25,99.988333,N/A,0.13,2009-07-23,0.0,0.05,0.000000,0.0,39.94,0.000000
912795S69,2009-06-11,0.29,2009-06-15,0.294,2009-06-18,99.853389,N/A,0.27,2009-12-17,0.0,0.23,0.000000,0.0,39.36,0.000000
912795P39,2009-06-11,0.16,2009-06-15,0.162,2009-06-18,99.959556,N/A,0.135,2009-09-17,0.0,0.1,0.000000,0.0,35.31,0.000000
912795N23,2009-06-15,0.095,2009-06-16,0.096,2009-06-18,99.992611,N/A,0.07,2009-07-16,0.0,0.01,0.000000,0.0,36.07,0.000000
912795R37,2009-06-04,0.345,2009-06-08,0.35,2009-06-11,99.825583,N/A,0.32,2009-12-10,0.0,0.245,0.000000,0.0,59.28,0.000000
912795P21,2009-06-04,0.19,2009-06-08,0.193,2009-06-11,99.951972,N/A,0.17,2009-09-10,0.0,0.15,0.000000,0.0,52.74,0.000000
912795M99,2009-06-08,0.075,2009-06-09,0.076,2009-06-11,99.994167,N/A,0.05,2009-07-09,0.0,0.0,0.000000,0.0,65.77,0.000000
912795N72,2009-06-01,0.18,2009-06-05,0.183,2009-06-11,99.965000,N/A,0.165,2009-08-20,0.0,0.12,0.000000,0.0,75.87,0.000000
912795U58,2009-05-28,0.445,2009-06-02,0.453,2009-06-04,99.550056,N/A,0.425,2010-06-03,0.0,0.35,0.000000,0.0,30.17,0.000000
912795Q61,2009-05-28,0.29,2009-06-01,0.294,2009-06-04,99.853389,N/A,0.26,2009-12-03,0.0,0.23,0.000000,0.0,52.49,0.000000
912795N98,2009-05-28,0.15,2009-06-01,0.152,2009-06-04,99.962083,N/A,0.12,2009-09-03,0.0,0.09,0.000000,0.0,61.60,0.000000
912795Q87,2009-06-01,0.05,2009-06-02,0.051,2009-06-04,99.996111,N/A,0.0,2009-07-02,0.0,0.0,0.000000,0.0,68.54,0.000000
912795N64,2009-06-01,0.13,2009-06-03,0.132,2009-06-04,99.974722,N/A,0.1,2009-08-13,0.0,0.05,0.000000,0.0,26.89,0.000000
9127952E0,2009-06-01,0.16,2009-06-03,0.162,2009-06-04,99.995111,N/A,0.14,2009-06-15,0.0,0.09,0.000000,0.0,35.21,0.000000
912795Q53,2009-05-21,0.3,2009-05-26,0.305,2009-05-28,99.847500,N/A,0.28,2009-11-27,0.0,0.23,0.000000,0.0,69.37,0.000000
912795S28,2009-05-21,0.175,2009-05-26,0.178,2009-05-28,99.955764,N/A,0.15,2009-08-27,0.0,0.05,0.000000,0.0,46.77,0.000000
912795M65,2009-05-26,0.12,2009-05-27,0.122,2009-05-28,99.990667,N/A,0.1,2009-06-25,0.0,0.02,0.000000,0.0,77.89,0.000000
912795N56,2009-05-18,0.17,2009-05-21,0.172,2009-05-28,99.966944,N/A,0.15,2009-08-06,0.0,0.12,0.000000,0.0,59.25,0.000000
912795S51,2009-05-14,0.295,2009-05-18,0.3,2009-05-21,99.850861,N/A,0.27,2009-11-19,0.0,0.24,0.000000,0.0,96.82,0.000000
